,stem,img_file,label_file,is_test,class
0,AKK_ASTA_43,/aisscv/preprocessing/data/AKK_ASTA_43.jpg,/aisscv/preprocessing/data/AKK_ASTA_43.txt,True,AKK_ASTA
1,AKK_ASTA_60,/aisscv/preprocessing/data/AKK_ASTA_60.jpg,/aisscv/preprocessing/data/AKK_ASTA_60.txt,True,AKK_ASTA
2,AKK_ASTA_56,/aisscv/preprocessing/data/AKK_ASTA_56.jpg,/aisscv/preprocessing/data/AKK_ASTA_56.txt,True,AKK_ASTA
3,AKK_ASTA_33,/aisscv/preprocessing/data/AKK_ASTA_33.jpg,/aisscv/preprocessing/data/AKK_ASTA_33.txt,True,AKK_ASTA
4,AKK_ASTA_58,/aisscv/preprocessing/data/AKK_ASTA_58.jpg,/aisscv/preprocessing/data/AKK_ASTA_58.txt,True,AKK_ASTA
5,AKK_ASTA_49,/aisscv/preprocessing/data/AKK_ASTA_49.jpg,/aisscv/preprocessing/data/AKK_ASTA_49.txt,True,AKK_ASTA
6,AKK_ASTA_70,/aisscv/preprocessing/data/AKK_ASTA_70.jpg,/aisscv/preprocessing/data/AKK_ASTA_70.txt,True,AKK_ASTA
7,Alte_Bib_86,/aisscv/preprocessing/data/Alte_Bib_86.jpg,/aisscv/preprocessing/data/Alte_Bib_86.txt,True,Alte_Bib
8,Alte_Bib_74,/aisscv/preprocessing/data/Alte_Bib_74.jpg,/aisscv/preprocessing/data/Alte_Bib_74.txt,True,Alte_Bib
9,Alte_Bib_95,/aisscv/preprocessing/data/Alte_Bib_95.jpg,/aisscv/preprocessing/data/Alte_Bib_95.txt,True,Alte_Bib
10,Alte_Bib_10,/aisscv/preprocessing/data/Alte_Bib_10.jpg,/aisscv/preprocessing/data/Alte_Bib_10.txt,True,Alte_Bib
11,Alte_Bib_44,/aisscv/preprocessing/data/Alte_Bib_44.jpg,/aisscv/preprocessing/data/Alte_Bib_44.txt,True,Alte_Bib
12,Alte_Bib_15,/aisscv/preprocessing/data/Alte_Bib_15.jpg,/aisscv/preprocessing/data/Alte_Bib_15.txt,True,Alte_Bib
13,Alte_Bib_23,/aisscv/preprocessing/data/Alte_Bib_23.jpg,/aisscv/preprocessing/data/Alte_Bib_23.txt,True,Alte_Bib
14,Alte_Bib_41,/aisscv/preprocessing/data/Alte_Bib_41.jpg,/aisscv/preprocessing/data/Alte_Bib_41.txt,True,Alte_Bib
15,Alte_Bib_11,/aisscv/preprocessing/data/Alte_Bib_11.jpg,/aisscv/preprocessing/data/Alte_Bib_11.txt,True,Alte_Bib
16,Alte_Bib_36,/aisscv/preprocessing/data/Alte_Bib_36.jpg,/aisscv/preprocessing/data/Alte_Bib_36.txt,True,Alte_Bib
17,Audimax_49,/aisscv/preprocessing/data/Audimax_49.jpg,/aisscv/preprocessing/data/Audimax_49.txt,True,Audimax
18,Audimax_41,/aisscv/preprocessing/data/Audimax_41.jpg,/aisscv/preprocessing/data/Audimax_41.txt,True,Audimax
19,Audimax_55,/aisscv/preprocessing/data/Audimax_55.jpg,/aisscv/preprocessing/data/Audimax_55.txt,True,Audimax
20,Audimax_36,/aisscv/preprocessing/data/Audimax_36.jpg,/aisscv/preprocessing/data/Audimax_36.txt,True,Audimax
21,Audimax_53,/aisscv/preprocessing/data/Audimax_53.jpg,/aisscv/preprocessing/data/Audimax_53.txt,True,Audimax
22,Audimax_52,/aisscv/preprocessing/data/Audimax_52.jpg,/aisscv/preprocessing/data/Audimax_52.txt,True,Audimax
23,Gruenderschmiede_31,/aisscv/preprocessing/data/Gruenderschmiede_31.jpg,/aisscv/preprocessing/data/Gruenderschmiede_31.txt,True,Gruenderschmiede
24,Gruenderschmiede_51,/aisscv/preprocessing/data/Gruenderschmiede_51.jpg,/aisscv/preprocessing/data/Gruenderschmiede_51.txt,True,Gruenderschmiede
25,Gruenderschmiede_45,/aisscv/preprocessing/data/Gruenderschmiede_45.jpg,/aisscv/preprocessing/data/Gruenderschmiede_45.txt,True,Gruenderschmiede
