,stem,img_file,label_file,is_test,class
0,AKK_ASTA_24,/aisscv/preprocessing/data/AKK_ASTA_24.jpg,/aisscv/preprocessing/data/AKK_ASTA_24.txt,True,AKK_ASTA
1,AKK_ASTA_28,/aisscv/preprocessing/data/AKK_ASTA_28.jpg,/aisscv/preprocessing/data/AKK_ASTA_28.txt,True,AKK_ASTA
2,AKK_ASTA_68,/aisscv/preprocessing/data/AKK_ASTA_68.jpg,/aisscv/preprocessing/data/AKK_ASTA_68.txt,True,AKK_ASTA
3,AKK_ASTA_29,/aisscv/preprocessing/data/AKK_ASTA_29.jpg,/aisscv/preprocessing/data/AKK_ASTA_29.txt,True,AKK_ASTA
4,AKK_ASTA_8,/aisscv/preprocessing/data/AKK_ASTA_8.jpg,/aisscv/preprocessing/data/AKK_ASTA_8.txt,True,AKK_ASTA
5,AKK_ASTA_54,/aisscv/preprocessing/data/AKK_ASTA_54.jpg,/aisscv/preprocessing/data/AKK_ASTA_54.txt,True,AKK_ASTA
6,AKK_ASTA_41,/aisscv/preprocessing/data/AKK_ASTA_41.jpg,/aisscv/preprocessing/data/AKK_ASTA_41.txt,True,AKK_ASTA
7,AKK_ASTA_55,/aisscv/preprocessing/data/AKK_ASTA_55.jpg,/aisscv/preprocessing/data/AKK_ASTA_55.txt,True,AKK_ASTA
8,AKK_ASTA_6,/aisscv/preprocessing/data/AKK_ASTA_6.jpg,/aisscv/preprocessing/data/AKK_ASTA_6.txt,True,AKK_ASTA
9,AKK_ASTA_74,/aisscv/preprocessing/data/AKK_ASTA_74.jpg,/aisscv/preprocessing/data/AKK_ASTA_74.txt,True,AKK_ASTA
10,AKK_ASTA_62,/aisscv/preprocessing/data/AKK_ASTA_62.jpg,/aisscv/preprocessing/data/AKK_ASTA_62.txt,True,AKK_ASTA
11,AKK_ASTA_51,/aisscv/preprocessing/data/AKK_ASTA_51.jpg,/aisscv/preprocessing/data/AKK_ASTA_51.txt,True,AKK_ASTA
12,AKK_ASTA_65,/aisscv/preprocessing/data/AKK_ASTA_65.jpg,/aisscv/preprocessing/data/AKK_ASTA_65.txt,True,AKK_ASTA
13,AKK_ASTA_30,/aisscv/preprocessing/data/AKK_ASTA_30.jpg,/aisscv/preprocessing/data/AKK_ASTA_30.txt,True,AKK_ASTA
14,AKK_ASTA_46,/aisscv/preprocessing/data/AKK_ASTA_46.jpg,/aisscv/preprocessing/data/AKK_ASTA_46.txt,True,AKK_ASTA
15,Alte_Bib_67,/aisscv/preprocessing/data/Alte_Bib_67.jpg,/aisscv/preprocessing/data/Alte_Bib_67.txt,True,Alte_Bib
16,Alte_Bib_89,/aisscv/preprocessing/data/Alte_Bib_89.jpg,/aisscv/preprocessing/data/Alte_Bib_89.txt,True,Alte_Bib
17,Alte_Bib_52,/aisscv/preprocessing/data/Alte_Bib_52.jpg,/aisscv/preprocessing/data/Alte_Bib_52.txt,True,Alte_Bib
18,Alte_Bib_91,/aisscv/preprocessing/data/Alte_Bib_91.jpg,/aisscv/preprocessing/data/Alte_Bib_91.txt,True,Alte_Bib
19,Alte_Bib_40,/aisscv/preprocessing/data/Alte_Bib_40.jpg,/aisscv/preprocessing/data/Alte_Bib_40.txt,True,Alte_Bib
